Sa;Sz;Str;Spc;Sdr;Sq;Ssk;Sku;Sp;Sv;Sal;Std;Sdq;Spd;Sk;Spk;Svk;Smr1;Smr2;Sxp;Vvv;Vvc;Vmp;Vmc;A;Class;ClassNo.
2,858;62,465;0,918;168,083;0,08025;3,655;0,181;4,811;39,634;22,831;49,796;95,500;0,409;3807,046;9,068;3,846;3,666;10,115;90,126;7,152;0,411;4,316;0,192;3,186;5698488,305;erosive;2
2,932;48,064;0,926;165,468;0,07767;3,738;0,129;3,473;26,507;21,557;52,934;147,900;0,402;3765,361;9,163;4,117;3,695;10,856;89,963;7,609;0,418;4,502;0,204;3,258;5698488,305;erosive;2
3,123;87,701;0,928;169,057;0,08239;4,097;-0,193;6,492;35,952;51,749;52,384;180,000;0,415;3721,741;9,526;4,652;4,625;10,868;89,554;8,091;0,483;4,686;0,232;3,405;5698488,305;erosive;2
3,268;54,485;0,904;166,552;0,08039;4,208;0,014;4,171;22,775;31,710;54,342;158,900;0,409;3687,795;10,229;4,659;4,488;10,294;90,070;8,357;0,483;4,904;0,233;3,603;5698488,305;erosive;2
3,348;65,925;0,955;168,721;0,08348;4,285;0,155;4,331;44,999;20,927;54,370;90,100;0,418;3670,910;10,478;4,630;4,346;10,349;89,588;8,495;0,491;5,059;0,230;3,728;5698488,305;erosive;2
2,889;58,417;0,690;163,957;0,07681;3,807;-0,245;5,313;28,865;29,552;52,667;111,900;0,400;3749,355;8,855;4,220;4,754;10,605;90,051;7,444;0,463;4,304;0,210;3,123;5698488,305;erosive;2
2,906;57,496;0,591;165,161;0,07799;3,854;-0,293;5,446;28,820;28,676;50,331;109,500;0,403;3764,130;8,765;4,304;4,916;10,673;89,287;7,496;0,488;4,286;0,215;3,119;5698488,305;erosive;2
2,650;47,231;0,941;158,104;0,07147;3,380;0,018;3,588;27,020;20,211;47,948;130,300;0,385;3816,895;8,326;3,565;3,483;10,465;89,828;6,745;0,391;4,022;0,177;2,940;5698488,305;erosive;2
2,764;39,702;0,942;165,246;0,07640;3,513;0,152;3,372;23,024;16,678;51,037;136,300;0,399;3795,086;8,630;3,866;3,324;11,344;90,297;7,280;0,379;4,316;0,189;3,083;5698488,305;erosive;2
2,920;66,527;0,922;167,170;0,07858;3,694;0,002;3,296;43,354;23,173;52,166;127,700;0,405;3790,513;9,261;3,684;3,695;10,129;89,635;7,238;0,424;4,433;0,184;3,287;5698488,305;erosive;2
3,099;44,509;0,902;166,875;0,07884;3,975;0,076;3,749;22,454;22,055;55,847;119,100;0,405;3769,758;9,654;4,419;4,085;10,793;90,022;8,057;0,448;4,730;0,220;3,432;5698488,305;erosive;2
3,232;61,072;0,915;164,859;0,07882;4,193;-0,166;5,098;20,800;40,272;57,583;58,600;0,405;3722,972;10,013;4,561;4,607;10,986;90,314;8,439;0,479;4,920;0,226;3,547;5698488,305;erosive;2
3,340;42,503;0,920;165,969;0,08039;4,254;0,009;3,407;21,510;20,993;57,541;36,800;0,409;3654,201;10,495;4,545;4,334;10,417;89,805;8,597;0,488;5,070;0,226;3,719;5698488,305;erosive;2
